TEMPERATURE,HUMIDITY,ALTITUDE,PRESSURE,LIGHT,RAIN,CLIMATE_PREDICTION
26.279,46.28,30102.056,2.475,191.026,683.697,Breeze
37.784,56.271,30293.869,2.397,727.916,545.624,Summer
33.271,44.628,30154.173,2.492,788.514,146.962,Summer
34.196,79.926,30535.642,2.337,178.117,309.219,Breeze
35.945,73.935,30437.04,2.322,301.901,571.914,Monsoon
33.483,67.802,30893.067,2.42,195.07,764.283,Breeze
25.993,82.144,30717.402,2.376,830.014,814.525,Monsoon
31.014,47.844,30205.812,2.368,253.735,567.432,Summer
28.668,74.436,30045.727,2.447,192.904,681.515,Monsoon
31.814,49.452,30709.156,2.33,104.741,913.076,Monsoon
30.661,45.681,30845.828,2.456,919.49,158.679,Monsoon
36.571,48.848,30700.994,2.372,162.658,189.255,Breeze
28.459,84.841,30643.794,2.497,61.744,512.074,Summer
27.818,62.379,30249.315,2.462,98.807,648.761,Summer
38.413,45.156,30494.604,2.429,422.509,104.171,Monsoon
38.293,68.68,30724.962,2.346,668.418,507.293,Summer
38.909,51.787,30193.375,2.491,456.079,255.485,Monsoon
32.957,43.301,30476.544,2.307,517.285,680.594,Monsoon
26.584,76.369,30117.028,2.345,1013.657,340.962,Monsoon
37.322,49.814,30530.719,2.307,842.046,911.744,Monsoon
27.032,84.469,30573.537,2.493,394.914,157.463,Breeze
27.178,69.083,30535.386,2.474,195.117,828.285,Monsoon
27.708,46.828,30469.465,2.49,831.615,453.095,Summer
34.148,52.584,30587.454,2.443,643.67,871.445,Breeze
26.501,69.877,30996.8,2.305,1059.604,833.61,Summer
35.896,57.877,30622.536,2.486,1002.033,315.363,Breeze
25.816,66.414,30752.568,2.384,633.098,145.511,Monsoon
26.546,78.179,30192.121,2.374,104.804,725.969,Breeze
31.083,77.874,30530.023,2.357,63.127,283.955,Summer
30.308,73.711,30007.505,2.357,926.147,937.456,Breeze
38.856,81.986,30031.458,2.46,776.905,160.508,Breeze
38.536,51.772,30322.48,2.351,629.368,391.582,Monsoon
27.656,50.799,30466.6,2.344,767.15,111.384,Monsoon
38.253,78.171,30575.637,2.44,607.572,385.318,Breeze
34.692,57.119,30888.004,2.357,648.821,587.133,Monsoon
30.724,65.536,30771.756,2.303,271.701,689.376,Monsoon
35.355,75.734,30299.977,2.486,517.39,753.79,Breeze
37.602,60.421,30743.484,2.363,41.849,850.105,Summer
27.522,48.727,30549.391,2.453,745.545,199.706,Monsoon
27.744,72.896,30779.181,2.394,385.564,785.685,Breeze
30.722,78.955,30411.05,2.327,732.267,350.532,Breeze
27.369,43.563,30091.893,2.432,1021.314,224.422,Breeze
30.046,67.752,30618.488,2.346,663.058,339.09,Summer
34.04,63.654,30557.038,2.358,381.051,872.194,Summer
36.379,54.422,30953.604,2.306,251.66,664.653,Summer
29.227,50.085,30162.13,2.303,299.328,637.643,Monsoon
28.944,51.274,30656.133,2.403,1086.408,626.173,Breeze
35.916,74.899,30474.073,2.312,688.438,467.765,Breeze
30.334,66.593,30378.922,2.342,501.384,475.304,Summer
36.459,86.171,30794.568,2.485,277.143,233.492,Monsoon
38.907,53.702,30810.65,2.317,857.164,399.352,Monsoon
38.715,85.104,30714.601,2.358,444.564,560.829,Breeze
34.278,65.665,30083.602,2.445,352.205,645.416,Summer
30.253,49.425,30345.111,2.477,267.866,164.475,Breeze
25.917,49.52,30046.75,2.309,228.625,400.429,Summer
35.333,69.777,30343.681,2.337,322.513,405.479,Summer
38.692,79.583,30647.918,2.378,701.107,563.563,Breeze
25.952,75.899,30518.707,2.372,286.637,739.031,Summer
25.086,71.848,30702.937,2.358,94.84,671.709,Summer
36.645,50.573,30551.462,2.348,414.156,613.797,Summer
26.432,47.767,30555.814,2.354,655.792,362.277,Summer
26.143,43.011,30510.965,2.327,94.433,855.151,Monsoon
37.745,47.479,30364.325,2.333,514.309,806.763,Summer
26.114,76.72,30446.565,2.421,85.949,265.252,Summer
26.596,82.391,30112.438,2.358,851.952,689.618,Summer
32.974,53.575,30834.508,2.38,962.914,915.989,Breeze
35.595,77.975,30889.212,2.382,1061.275,492.041,Monsoon
30.594,51.749,30766.271,2.322,769.652,932.292,Summer
30.888,53.968,30583.586,2.464,706.309,119.767,Summer
33.857,52.863,30569.179,2.491,772.662,564.616,Breeze
32.076,45.276,30470.324,2.353,944.474,330.643,Monsoon
25.261,51.539,30231.347,2.359,893.589,335.942,Monsoon
26.59,59.436,30383.804,2.439,499.191,889.792,Monsoon
33.142,60.841,30989.906,2.316,726.648,380.35,Summer
36.111,56.617,30145.803,2.481,203.255,120.998,Monsoon
35.683,65.648,30542.683,2.324,773.57,585.72,Breeze
35.361,59.632,30866.526,2.446,811.924,973.777,Breeze
35.798,85.696,30453.002,2.358,887.402,171.186,Summer
25.622,78.523,30605.61,2.365,904.884,357.67,Summer
37.531,83.963,30827.793,2.328,500.702,522.553,Summer
37.45,67.527,30547.561,2.429,996.763,847.432,Summer
32.447,72.847,30731.469,2.459,1079.617,342.006,Breeze
28.48,50.334,30347.272,2.49,1076.504,409.317,Summer
33.29,76.123,30733.023,2.366,656.764,446.045,Summer
32.81,53.383,30041.021,2.424,628.647,441.671,Summer
28.121,49.417,30152.899,2.383,519.348,280.311,Summer
33.444,44.842,30637.296,2.412,350.78,924.099,Breeze
36.162,63.778,30448.955,2.333,387.121,813.619,Monsoon
36.285,55.619,30828.349,2.416,260.855,978.079,Summer
25.836,86.416,30341.974,2.47,1052.623,433.894,Breeze
27.76,53.993,30767.208,2.473,693.214,140.766,Monsoon
34.355,81.128,30139.113,2.397,1029.876,203.951,Breeze
37.038,56.923,30930.147,2.347,444.224,421.735,Monsoon
32.297,75.962,30418.439,2.467,349.069,919.958,Breeze
34.905,72.033,30230.902,2.5,172.037,982.976,Summer
25.295,67.718,30789.152,2.375,351.263,839.797,Monsoon
33.518,61.34,30947.886,2.485,982.472,314.583,Breeze
38.467,72.529,30918.082,2.497,653.036,693.729,Summer
34.254,60.92,30237.939,2.379,514.151,636.947,Summer
37.912,67.116,30672.008,2.443,638.027,840.927,Monsoon
32.924,68.951,30546.858,2.416,985.178,558.774,Breeze
36.807,54.764,30725.104,2.444,236.32,386.317,Summer
26.738,57.948,30486.933,2.331,1063.256,117.35,Breeze
26.729,43.794,30469.763,2.373,742.828,815.524,Summer
26.683,80.495,30882.707,2.313,945.225,577.223,Summer
31.844,76.263,30871.256,2.423,592.185,580.769,Summer
29.624,51.075,30787.596,2.485,283.203,961.356,Monsoon
35.069,58.93,30704.895,2.412,637.155,537.605,Breeze
37.637,61.527,30678.367,2.314,102.695,384.221,Monsoon
33.671,57.713,30056.182,2.486,941.849,405.854,Monsoon
27.985,78.123,30749.536,2.327,725.05,110.572,Monsoon
38.032,74.919,30638.104,2.477,332.657,210.116,Monsoon
32.39,76.755,30302.411,2.443,323.682,139.428,Monsoon
35.079,82.782,30820.101,2.427,996.002,318.934,Summer
37.467,69.187,30832.447,2.417,929.771,158.187,Summer
38.858,70.04,30932.191,2.326,846.526,398.005,Summer
32.085,74.765,30418.358,2.4,473.827,213.517,Monsoon
36.313,72.974,30551.25,2.339,963.58,926.127,Summer
32.936,81.272,30905.954,2.414,294.172,944.546,Summer
31.81,76.889,30316.801,2.389,55.952,643.111,Summer
32.528,48.3,30796.643,2.436,493.064,824.939,Monsoon
31.78,83.848,30991.967,2.496,1013.892,709.49,Breeze
30.894,73.056,30651.936,2.372,641.213,829.998,Breeze
35.132,48.594,30983.704,2.423,275.496,675.826,Summer
28.495,76.967,30515.812,2.473,726.379,487.174,Monsoon
33.629,58.77,30153.053,2.319,827.135,886.379,Breeze
34.981,78.463,30175.596,2.46,618.861,494.26,Summer
37.489,85.038,30731.374,2.348,931.58,456.591,Monsoon
29.646,54.231,30000.909,2.408,663.839,661.945,Breeze
37.048,80.726,30661.888,2.498,132.742,944.139,Breeze
38.234,77.037,30151.272,2.497,896.213,497.983,Monsoon
34.082,72.532,30984.369,2.363,186.601,617.45,Breeze
35.8,59.937,30163.128,2.326,974.548,543.099,Summer
30.68,47.834,30552.464,2.488,588.374,918.76,Summer
38.33,64.291,30669.446,2.479,813.097,709.071,Monsoon
34.392,47.649,30819.496,2.423,1070.142,477.63,Monsoon
29.342,65.006,30459.264,2.306,492.179,646.212,Summer
30.66,79.093,30933.799,2.45,521.902,240.453,Monsoon
33.649,86.896,30480.246,2.332,913.655,407.749,Breeze
28.278,51.712,30252.06,2.489,147.954,762.563,Breeze
35.555,52.146,30593.035,2.387,59.638,606.155,Breeze
28.146,78.679,30658.006,2.423,676.619,382.846,Breeze
33.285,63.639,30507.391,2.356,209.246,426.068,Monsoon
34.758,83.295,30733.182,2.395,303.64,828.804,Breeze
37.036,76.836,30420.681,2.451,1074.62,586.795,Monsoon
35.275,75.403,30004.337,2.398,728.868,314.88,Summer
36.184,47.486,30264.539,2.469,945.666,367.132,Breeze
37.781,44.579,30945.905,2.443,990.636,521.095,Monsoon
33.369,56.938,30763.223,2.315,159.845,786.554,Summer
36.848,52.561,30189.534,2.421,1022.722,997.696,Breeze
28.246,74.342,30066.653,2.423,957.176,267.184,Breeze
36.406,62.832,30350.797,2.376,78.517,779.436,Breeze
28.104,66.018,30836.302,2.365,1075.612,655.498,Monsoon
38.085,78.805,30105.979,2.313,520.399,578.074,Monsoon
29.62,64.054,30543.354,2.389,1072.703,969.811,Summer
27.406,66.977,30275,2.367,911.524,390.478,Breeze
27.074,80.062,30726.255,2.49,500.944,259.28,Summer
27.622,61.979,30000.41,2.435,577.366,889.837,Monsoon
31.266,46.658,30277.174,2.392,324.354,161.82,Breeze
32.31,65.955,30679.25,2.451,551.004,835.408,Summer
37.793,68.492,30546.751,2.456,145.017,630.312,Breeze
30.334,65.519,30778.866,2.396,1002.24,247.604,Monsoon
28.045,54.354,30157.676,2.315,793.137,304.626,Summer
35.413,52.842,30530.976,2.456,891.571,240.257,Breeze
26.885,59.269,30195.77,2.318,598.301,746.505,Breeze
37.492,50.314,30639.22,2.47,164.428,232.58,Breeze
30.732,72.305,30131.343,2.367,604.852,713.234,Summer
33.594,70.046,30148.694,2.428,382.251,215.335,Monsoon
27.607,70.825,30328.205,2.448,40.813,822.04,Monsoon
27.037,52.891,30401.906,2.307,688.088,927.542,Summer
36.184,53.847,30498.56,2.377,943.405,603.381,Breeze
31.016,77.645,30580.707,2.421,790.291,969.566,Summer
38.814,73.365,30468.814,2.47,269.18,451.342,Summer
32.34,81.508,30045.639,2.444,906.473,320.142,Monsoon
36.839,60.754,30343.46,2.479,361.164,259.567,Summer
38.719,67.082,30061.382,2.317,263.779,531.067,Breeze
28.936,75.506,30118.084,2.314,1058.422,217.672,Monsoon
36.212,85.863,30092.824,2.443,47.759,888.212,Monsoon
25.308,86.544,30158.096,2.38,209.299,806.289,Breeze
34.517,86.964,30812.921,2.396,529.691,605.907,Summer
35.433,82.183,30627.572,2.421,208.764,749.317,Monsoon
31.683,71.145,30506.781,2.497,208.55,144.991,Summer
27.269,43.307,30732.258,2.313,708.753,283.166,Breeze
33.634,73.78,30961.224,2.322,906.362,659.091,Monsoon
37.565,53.498,30417.675,2.466,737.931,529.723,Breeze
38.038,45.515,30367.412,2.304,138.554,644.161,Monsoon
35.445,73.676,30977.774,2.39,988.055,180.072,Breeze
28.692,76.264,30771.33,2.455,1017.34,687.18,Summer
37.185,72.015,30777.111,2.339,330.673,823.255,Breeze
37.444,59.067,30599.942,2.337,621.83,591.648,Breeze
30.141,65.484,30507.008,2.362,549.203,421.666,Breeze
27.562,84.138,30550.592,2.33,745,257.183,Breeze
37.245,75.103,30652.085,2.436,1076.403,338.82,Breeze
37.391,65.206,30376.839,2.34,1085.427,570.28,Summer
26.413,69.112,30782.295,2.345,574.784,329.966,Summer
38.538,83.818,30909.221,2.415,128.386,800.151,Monsoon
32.463,60.326,30571.284,2.493,387.886,218.567,Breeze
38.912,47.481,30381.476,2.483,472.516,564.782,Summer
31.23,57.336,30695.59,2.473,602.058,546.37,Breeze
32.466,61.269,30182.165,2.406,1057.596,225.003,Breeze
28.725,55.01,30968.573,2.36,310.787,995.489,Monsoon
37.585,66.275,30657.987,2.441,604.256,840.822,Breeze
31.212,56.414,30067.569,2.378,341.421,447.879,Summer
36.405,47.54,30529.75,2.456,1013.824,716.416,Monsoon
26.116,51.275,30750.341,2.303,1089.255,744.923,Monsoon
36.035,83.399,30277.846,2.406,961.691,686.034,Monsoon
31.863,70.702,30050.99,2.367,392.456,489.236,Breeze
25.076,56.83,30489.162,2.35,327.336,896.6,Monsoon
28.168,59.144,30833.624,2.432,491.353,794.396,Summer
27.712,64.709,30251.534,2.432,829.906,587.818,Summer
35.525,72.618,30717.013,2.307,39.968,102.307,Monsoon
31.681,68.616,30407.791,2.49,1094.769,301.037,Monsoon
27.236,84.039,30059.632,2.372,975.25,557.943,Monsoon
28.595,70.533,30303.963,2.483,55.483,909.036,Breeze
32.057,83.075,30313.902,2.417,438.847,665.759,Monsoon
25.275,43.239,30904.664,2.431,765.982,476.076,Monsoon
30.938,82.185,30981.748,2.492,288.304,143.121,Breeze
34.493,74.744,30209.768,2.464,182.837,637.552,Monsoon
32.249,50.577,30430.513,2.328,703.371,415.677,Monsoon
33.373,54.574,30976.703,2.301,996.772,583.639,Summer
29.573,66.884,30407.268,2.362,1052.485,789.798,Summer
27.563,48.497,30349.171,2.398,40.982,823.366,Summer
36.336,77.556,30109.882,2.446,965.669,877.85,Breeze
37.679,77.812,30753.285,2.432,630.022,672.442,Summer
32.15,56.242,30447.006,2.363,284.344,915.056,Summer
29.271,46.072,30638.663,2.408,690.13,721.565,Monsoon
32.157,86.509,30509.857,2.43,1095.494,805.523,Breeze
37.306,54.032,30174.537,2.403,325.504,716.934,Monsoon
34.68,45.973,30176.37,2.438,326.27,884.677,Monsoon
37.021,57.518,30939.756,2.397,777.868,300.601,Breeze
29.597,85.636,30889.519,2.406,76.232,783.898,Breeze
34.968,77.889,30610.634,2.488,907.986,205.441,Monsoon
34.143,64.135,30001.244,2.378,728.206,182.795,Monsoon
33.003,56.435,30433.296,2.451,930.075,542.46,Monsoon
32.395,61.625,30530.428,2.367,276.892,370.213,Breeze
32.714,43.764,30449.438,2.366,936.494,607.022,Monsoon
36.895,74.608,30925.449,2.485,510.016,709.961,Monsoon
37.824,47.384,30040.866,2.44,172.013,303.907,Summer
26.58,65.838,30654.929,2.486,994.522,729.933,Summer
32.963,67.897,30313.836,2.499,784.364,995.913,Summer
37.858,43.074,30559.477,2.3,210.065,783.959,Summer
26.886,86.115,30655.917,2.497,293.76,256.408,Summer
30.78,56.294,30440.821,2.32,317.684,670.326,Monsoon
26.247,46.398,30148.374,2.314,1060.768,108.536,Monsoon
26.589,80.593,30519.038,2.454,978.21,522.746,Breeze
37.658,49.686,30932.956,2.37,400.589,579.976,Breeze
31.247,44.098,30535.88,2.484,529.302,975.14,Breeze
34.642,64.766,30122.94,2.409,335.25,763.485,Monsoon
26.945,48.716,30824.163,2.377,824.634,735.364,Summer
25.307,86.227,30221.745,2.315,202.494,579.164,Monsoon
37.467,43.458,30370.217,2.393,392.317,561.858,Monsoon
33.044,45.253,30428.757,2.356,678.532,992.875,Breeze
25.28,79.664,30339.699,2.315,968.759,119.141,Breeze
38.893,53.549,30404.452,2.434,710.039,372.885,Breeze
31.891,83.11,30795.481,2.495,1035.507,220.405,Breeze
31.662,56.69,30223.359,2.376,1025.966,383.475,Monsoon
33.693,46.07,30470.419,2.359,798.58,517.258,Breeze
25.111,43.466,30020.009,2.318,328.211,407.739,Summer
32.968,55.433,30507.666,2.345,760.895,966.435,Monsoon
33.813,63.844,30111.689,2.357,236.229,712.529,Summer
29.157,43.045,30282.236,2.369,386.529,755.24,Monsoon
35.176,68.569,30324.873,2.427,840.952,768.063,Monsoon
30.284,57.681,30082.353,2.323,940.176,909.304,Breeze
35.049,60.167,30360.566,2.312,475.943,791.217,Summer
27.014,54.502,30498.057,2.486,590.077,114.584,Monsoon
37.792,66.278,30431.095,2.46,443.162,335.256,Summer
37.312,53.125,30280.425,2.356,542.851,990.194,Monsoon
27.109,48.932,30294.855,2.428,578.362,686.912,Monsoon
38.138,82.188,30633.583,2.418,770.263,161.306,Monsoon
32.809,60.184,30718.396,2.449,833.061,519.974,Summer
34.823,46.385,30576.531,2.472,1073.267,982.751,Monsoon
36.764,53.134,30976.188,2.372,498.287,993.554,Summer
26.17,56.637,30944.874,2.432,118.96,489.202,Summer
27.37,76.864,30098.469,2.46,766.338,903.748,Breeze
29.065,43.979,30261.374,2.44,563.154,632.793,Summer
31.681,64.043,30868.394,2.484,929.893,558.486,Monsoon
29.845,60.938,30029.664,2.399,186.802,470.748,Monsoon
32.082,85.61,30592.197,2.461,720.058,902.917,Monsoon
27.603,50.923,30954.5,2.482,521.406,659.014,Monsoon
34.55,70.626,30678.718,2.411,478.654,400.418,Summer
25.78,51.897,30091.933,2.303,634.407,542.739,Breeze
30.06,67.131,30747.818,2.464,762.076,499.671,Summer
27.506,67.423,30376.485,2.469,940.492,506.039,Monsoon
35.219,46.315,30921.534,2.38,281.569,380.449,Summer
37.371,63.084,30286.316,2.346,343.611,669.662,Breeze
26.103,63.291,30473.232,2.496,616.982,147.014,Breeze
35.991,57.042,30746.607,2.41,400.816,897.547,Breeze
37.54,55.195,30257.54,2.403,638.129,473.857,Breeze
38.636,52.869,30181.782,2.489,244.161,820.776,Breeze
33.111,43.261,30002.708,2.382,359.183,756.543,Summer
29.583,43.08,30487.962,2.47,377.581,524.666,Breeze
29.508,68.951,30928.617,2.44,1091.783,278.84,Breeze
30.306,55.824,30281.487,2.494,944.153,605.991,Monsoon
33.577,50.387,30043.379,2.386,926.34,953.265,Breeze
31.863,73.128,30620.431,2.482,579.52,267.195,Summer
34.151,66.272,30056.17,2.414,529.527,330.411,Monsoon
25.55,83.258,30506.912,2.395,105.034,993.705,Summer
26.482,79.565,30381.53,2.361,241.139,903.314,Monsoon
38.672,74.976,30475.424,2.411,988.021,594.595,Breeze
38.935,48.57,30162.64,2.415,592.436,725.267,Summer
35.453,72.308,30090.202,2.48,1086.559,498.756,Monsoon
28.59,73.533,30748.991,2.441,663.213,463.683,Summer
38.347,76.587,30245.667,2.465,433.911,498.869,Monsoon
27.992,54.578,30800.424,2.454,323.298,472.975,Breeze
35.24,71.173,30758.447,2.355,1012.645,708,Summer
26.614,70.204,30198.379,2.341,426.684,397.411,Summer
34.085,59.954,30908.291,2.352,186.372,253.699,Summer
35.633,72.194,30161.28,2.329,327.737,735.911,Breeze
37.035,46.815,30797.146,2.377,720.817,128.168,Breeze
35.28,71.314,30420.534,2.431,172.321,746.878,Monsoon
37.929,69.665,30183.016,2.407,127.976,336.919,Summer
32.293,52.267,30938.111,2.436,519.66,271.228,Monsoon
34.484,79.001,30963.257,2.371,119.507,441.061,Monsoon
30.174,81.474,30511.373,2.341,450.444,205.75,Breeze
25.145,52.261,30469.175,2.341,375.316,446.041,Summer
35.594,46.342,30900.842,2.42,448.881,192.09,Breeze
37.178,69.557,30596.137,2.333,551.933,535.14,Summer
27.435,64.116,30266.039,2.379,228.302,258.553,Monsoon
25.401,61.814,30425.197,2.343,503.394,216.997,Breeze
27.303,76.484,30835.989,2.433,416.825,621.199,Breeze
37.534,85.665,30859.563,2.423,881.157,662.721,Summer
29.137,64.017,30939.253,2.376,773.317,104.966,Monsoon
28.272,43.271,30288.261,2.326,963.62,448.91,Breeze
25.204,69.236,30679.953,2.342,745.84,170.16,Monsoon
29.159,71.774,30068.389,2.394,159.561,764.78,Breeze
35.019,79.433,30725.903,2.494,572.572,713.371,Breeze
38.427,51.774,30563.2,2.354,824.442,144.756,Breeze
29.378,66.07,30249.766,2.338,930.596,947.126,Monsoon
28.37,62.674,30654.632,2.344,223.965,963.964,Monsoon
37.433,72.235,30135.182,2.442,269.148,401.204,Monsoon
36.935,45.813,30333.806,2.483,952.598,217.551,Monsoon
29.594,81.897,30400.914,2.315,549.383,202.909,Monsoon
25.963,65.491,30777.137,2.45,514.093,856.648,Monsoon
38.888,81.59,30308.784,2.399,558.703,513.247,Monsoon
34.53,57.97,30049.035,2.465,215.466,108.558,Summer
37.972,71.755,30180.741,2.384,701.571,932.817,Monsoon
29.786,85.096,30608.093,2.301,894.532,633.464,Monsoon
34.068,84.509,30015.25,2.437,925.655,721.357,Summer
34.443,84.541,30792.232,2.462,62.505,841.199,Summer
37.221,44.89,30901.12,2.48,795.252,836.721,Monsoon
38.903,60.733,30495.398,2.414,127.61,168.224,Monsoon
26.521,45.674,30707.63,2.324,1064.55,616.593,Monsoon
33.836,56.617,30462.677,2.374,545.998,726.62,Summer
29.71,50.681,30308.763,2.457,859.694,177.058,Breeze
36.363,70.286,30164.866,2.399,695.388,300.161,Breeze
35.558,77.353,30518.162,2.44,1048.572,456.233,Breeze
37.495,65.587,30929.89,2.301,1071.814,897.873,Breeze
29.812,78.001,30889.972,2.315,328.401,865.57,Breeze
27.583,43.564,30919.626,2.436,546.67,803.893,Monsoon
25.305,79.101,30966.413,2.358,569.537,991.249,Breeze
28.577,50.848,30165.358,2.378,220.137,318.391,Monsoon
30.14,63.281,30146.525,2.428,997.213,521.033,Summer
38.245,62.474,30427.761,2.322,404.079,502.051,Summer
31.879,81.419,30689.312,2.467,123.579,711.044,Breeze
32.79,85.503,30439.694,2.329,195.35,865.138,Summer
37.322,54.225,30892.354,2.447,579.235,542.514,Monsoon
37.391,45.966,30717.396,2.359,973.403,542.379,Breeze
32.391,71.623,30633.971,2.352,702.194,647.486,Breeze
26.592,65.125,30071.038,2.464,259.87,768.227,Monsoon
28.787,67.891,30175.335,2.41,347.579,281.171,Monsoon
31.396,45.036,30428.154,2.341,1074.347,965.674,Monsoon
35.516,77.114,30976.375,2.301,86.548,182.848,Breeze
34.964,53.224,30334.409,2.495,1093.942,120.79,Summer
33.998,57.737,30629.975,2.386,999.268,422.912,Summer
37.323,53.048,30988.906,2.379,755.977,731.291,Summer
36.237,84.622,30264.025,2.31,1039.227,980.267,Summer
38.75,50.424,30166.667,2.479,193.141,939.484,Breeze
37.448,75.222,30546.333,2.328,1038.571,719.639,Monsoon
27.739,53.813,30551.89,2.367,257.455,492.891,Summer
25.807,61.696,30921.887,2.384,614.448,636.222,Breeze
30.803,86.827,30026.43,2.462,552.975,971.792,Breeze
33.645,47.425,30407.378,2.372,578.33,338.951,Summer
34.003,81.78,30312.348,2.406,316.096,530.453,Monsoon
28.745,84.626,30571.053,2.386,865.283,723.612,Monsoon
37.038,73.722,30009.33,2.362,824.564,109.269,Breeze
29.609,43.438,30711.064,2.489,1050.743,443.135,Monsoon
37.868,79.115,30484.99,2.459,572.48,611.121,Breeze
31.602,81.82,30700.689,2.335,616.459,910.826,Monsoon
25.145,86.161,30447.806,2.411,996.609,992.798,Summer
27.269,79.93,30474.193,2.459,1013.8,600.692,Monsoon
26.432,62.606,30895.55,2.416,725.004,950.122,Summer
25.616,73.301,30210.898,2.399,907.823,189.339,Summer
34.996,64.346,30217.489,2.314,570.499,731.144,Breeze
27.692,58.533,30559.477,2.321,445.369,460.499,Summer
36.741,70.563,30660.224,2.349,954.553,775.876,Breeze
28.703,76.873,30354.688,2.403,861.681,880.951,Summer
25.453,70.98,30519.511,2.497,289.38,148.352,Summer
36.489,79.369,30227.856,2.46,80.98,941.926,Summer
31.526,50.76,30135.911,2.322,635.192,161.341,Monsoon
33.393,59.443,30238.263,2.443,930.53,778.059,Monsoon
29.707,56.754,30916.373,2.462,294.506,162.163,Summer
25.645,51.542,30801.818,2.383,851.113,875.514,Breeze
30.182,62.5,30140.246,2.366,472.988,284.483,Summer
32.256,84.706,30046.56,2.417,389.208,490.663,Breeze
25.164,66.672,30093.185,2.404,214.913,939.359,Summer
33.04,55.602,30293.433,2.353,1029.694,812.861,Summer
37.503,58.579,30811.359,2.379,271.497,807.198,Breeze
28.05,69.975,30321.374,2.409,328.732,786.997,Breeze
37.975,58.521,30185.655,2.416,384.692,612.492,Monsoon
26.367,66.687,30395.841,2.406,334.588,956.287,Breeze
36.556,55.063,30124.054,2.469,204.309,848.472,Summer
36.765,58.221,30470.217,2.306,409.262,496.259,Breeze
28.609,74.052,30675.554,2.367,534.797,768.3,Monsoon
38.41,68.723,30368.849,2.45,620.397,998.297,Summer
30.832,47.113,30173.611,2.43,197.455,883.9,Summer
26.978,85.82,30453.197,2.484,863.973,101.101,Summer
33.284,45.171,30762.489,2.418,363.336,764.098,Breeze
38.953,46.649,30076.594,2.428,1012.205,908.093,Summer
37.59,73.861,30070.937,2.441,382.621,394.977,Summer
28.9,74.153,30318.111,2.337,953.28,979.743,Breeze
33.078,43.833,30415.053,2.451,407.21,461.169,Summer
26.615,71.281,30216.472,2.36,571.241,479.059,Breeze
31.466,44.463,30026.911,2.385,428.42,244.785,Breeze
32.323,85.274,30219.56,2.303,444.192,186.935,Monsoon
29.414,73.63,30435.37,2.469,691.883,582.936,Summer
31.779,51.209,30079.427,2.491,771.434,642.498,Breeze
37.879,49.957,30715.892,2.312,961.407,430.207,Monsoon
32.002,68.065,30552.101,2.427,638.886,645.948,Breeze
36.634,70.875,30434.44,2.492,262.023,455.204,Summer
29.443,79.574,30518.712,2.421,1088.851,881.366,Monsoon
38.6,82.746,30655.806,2.46,761.638,958.441,Breeze
26.308,60.271,30994.799,2.324,430.985,634.187,Monsoon
33.198,80.14,30775.12,2.349,1065.979,858.047,Summer
36.058,66.865,30540.363,2.369,1055.567,868.367,Breeze
36.397,63.706,30770.534,2.496,115.107,742.386,Summer
27.776,73.755,30475.224,2.456,51.213,272.802,Breeze
30.623,47.541,30310.909,2.477,77.569,239.444,Monsoon
33.739,54.677,30261.961,2.397,763.286,927.536,Summer
29.422,78.938,30399.479,2.443,790.641,338.555,Monsoon
34.216,65.179,30002.283,2.446,804.71,321.698,Breeze
30.303,82.954,30176.956,2.414,704.356,249.516,Breeze
29.912,46.903,30126.533,2.476,335.476,574.709,Summer
26.513,56.79,30960.342,2.332,208.828,709.298,Summer
25.55,58.644,30064.848,2.312,1022.808,708.545,Breeze
36.694,61.6,30500.973,2.361,1007.06,334.947,Monsoon
31.854,86.42,30919.718,2.318,289.46,185.307,Breeze
32.88,56.669,30607.52,2.312,209.693,379.189,Monsoon
30.211,65.822,30495.269,2.384,431.615,553.091,Summer
26.914,66.587,30742.993,2.34,81.795,651.196,Monsoon
31.294,76.915,30353.375,2.458,203.489,343.54,Breeze
28.205,65.786,30193.714,2.416,436.92,264.843,Monsoon
36.728,69.652,30847.282,2.372,285.456,857.418,Summer
38.815,76.146,30056.582,2.357,818.398,872.133,Monsoon
37.447,47.45,30807.794,2.413,998.307,351.961,Breeze
32.396,85.393,30103.366,2.387,1002.78,604.102,Breeze
33.794,80.237,30625.568,2.311,676.577,495.844,Monsoon
38.274,60.106,30477.047,2.433,782.734,227.77,Breeze
32.542,75.05,30998.541,2.4,558.614,946.528,Summer
33.94,76.542,30387.921,2.355,186.956,108.805,Monsoon
33.809,80.411,30957.287,2.358,709.488,268.819,Monsoon
34.914,51.286,30403.781,2.391,404.451,411.008,Monsoon
33.964,73.963,30681.7,2.466,36.199,870.815,Breeze
34.39,44.467,30643.661,2.385,645.2,809.788,Monsoon
35.163,48.085,30086.452,2.468,242.255,621.896,Monsoon
36.327,77.147,30743.366,2.385,978.561,725.519,Monsoon
30.643,78.772,30208.668,2.466,1029.321,406.82,Monsoon
35.442,69.067,30388.441,2.486,203.525,946.487,Summer
26.403,68.594,30782.201,2.304,61.472,124.109,Breeze
37.267,75.979,30944.314,2.312,34.328,190.836,Summer
29.061,82.868,30559.804,2.327,1006.957,932.998,Monsoon
30.648,61.529,30519.385,2.324,192.66,950.546,Breeze
36.251,48.052,30504.923,2.391,495.806,541.514,Monsoon
